Esquema,acc_train,acc_test,recall_test,f1_test,auc_test
DE_best_2,0.9324023564787265,0.9321496844705036,0.9613065143324068,0.9538591463240647,0.9595489855986622
Standard_Otsu,0.9317888639412413,0.931183065449277,0.9599810676530456,0.9531689085897315,0.959370948446971
DE_rand_1,0.9311184526074493,0.9304430053576811,0.9588113842135597,0.9526304586741803,0.9597905892629974
DE_best_1,0.930504987669574,0.9301020973717222,0.9588898130111551,0.9524131521755488,0.9587229036492784
DE_rand_2,0.9304164289200236,0.929816613673269,0.9586554385811319,0.9522186456671361,0.9600148428158058
